,How to disable manual keyboard controls for car,issue-camera,closed,https://github.com/microsoft/AirSim/issues/4348
,Get precise detection of objects in global NED frame,issue-camera,closed,https://github.com/microsoft/AirSim/issues/4318
,camera distortion,issue-camera,closed,https://github.com/microsoft/AirSim/issues/4275
,Attempting to get the camera information for an external camera crashes Unreal.,issue-camera,closed,https://github.com/microsoft/AirSim/issues/4271
,Object detection API gives incorrect detections,issue-camera,closed,https://github.com/microsoft/AirSim/issues/4263
Yuzhuo,How to change the baseline of stereo cameras when requesting DisparityNomalized images in ComputerVision mode?,issue-camera,closed,https://github.com/microsoft/AirSim/issues/4252
,SimPause() not pausing physics,issue-camera,closed,https://github.com/microsoft/AirSim/issues/4174
,Causes the simulator to crash,issue-camera,closed,https://github.com/microsoft/AirSim/issues/4154
,Receiving compressed image when settings are on uncompressed,issue-camera,closed,https://github.com/microsoft/AirSim/issues/4142
,Show AimyboxFragment on recognition starting,issue-camera,closed,https://github.com/just-ai/aimybox-android-assistant/issues/42
,Annyang is simply not working,issue-camera,closed,https://github.com/TalAter/annyang/issues/267
,Using https:// but microphone permission doesn't even appear,issue-camera,closed,https://github.com/TalAter/annyang/issues/185
,Userscript - microphone keeps popping up. Also a way to recognize speech faster?,issue-camera,closed,https://github.com/TalAter/annyang/issues/167
,Unreal Engine crashes when trying to spawn camera sensor,issue-camera,closed,https://github.com/carla-simulator/carla/issues/5572
,lidar coordinate to world coordinate transformation error,issue-camera,closed,https://github.com/carla-simulator/carla/issues/5453
,Want to know how to measure distance of detected objects using camera and radar sensor in CARLA,issue-camera,closed,https://github.com/carla-simulator/carla/issues/5395
,Navigating ego vehicle through custom waypoints,issue-camera,closed,https://github.com/carla-simulator/carla/issues/5365
,Bounding boxes for parked vehicles,issue-camera,closed,https://github.com/carla-simulator/carla/issues/5330
,generate KITTI format dataset,issue-camera,closed,https://github.com/carla-simulator/carla/issues/5292
,Retrieving image data as float values,issue-camera,closed,https://github.com/carla-simulator/carla/issues/5070
,Upload Carla map To APollo Dreamview,issue-camera,closed,https://github.com/carla-simulator/carla/issues/5069
,Is it possible to subdivide the vehicle and pedestrian classes?,issue-camera,closed,https://github.com/carla-simulator/carla/issues/5003
,tutorial.py error,issue-camera,closed,https://github.com/carla-simulator/carla/issues/4953
,RGB Sensor stream to DNN,issue-camera,closed,https://github.com/carla-simulator/carla/issues/4949
,Camera Instance Segmentation - unclear documentation - data format,issue-camera,closed,https://github.com/carla-simulator/carla/issues/4914
,"Tutorial.py crashes due to client = carla.Client('localhost', 2000) not working in Carla 0.9.12 and 0.9.11",issue-camera,closed,https://github.com/carla-simulator/carla/issues/4877
,Extracting Bound box data of vehicles form 4 different camera angles.,issue-camera,closed,https://github.com/carla-simulator/carla/issues/4836
